taxa,20230210_BC19,20230210_BC52,20230210_BC38,20230210_BC39,20230210_BC54,20230210_BC42,20230210_BC55,20230210_BC25,20230210_BC06,20230210_BC26,20230210_BC10,20230210_BC51,20230210_BC01,20230210_BC60,20230210_BC14,20230210_BC20,20230210_BC56,20230210_BC28,20230210_BC22,20230210_BC59,20230210_BC21,20230210_BC50,20230210_BC23,20230210_BC17,20230210_BC18,20230210_BC37,20230210_BC13,20230206_BC30,20230206_BC32,20230206_BC31,20230206_BC33,20230215_BC19,20230215_BC38,20230215_BC30,20230215_BC42,20230215_BC25,20230215_BC27,20230215_BC16,20230215_BC12,20230215_BC14,20230215_BC29,20230215_BC20,20230215_BC24,20230215_BC41,20230215_BC22,20230215_BC21,20230215_BC23,20230215_BC17,20230215_BC18,20230131_BC41,20230322_BC53,20230322_BC62,20230322_BC44,20230322_BC63,20230322_BC58,20230322_BC46,20230322_BC43,20230322_BC47,20230322_BC37
s__Solobacterium_sp900343155,0.000249688,0.000783216,0.0,2.30958e-05,0.0,0.0,5.38754e-05,0.010858734,0.0,0.0,9.70874e-05,0.000285752,0.001514744,0.0,0.0,3.36876e-05,0.0,0.005558893,0.0,0.0,0.0,0.001118002,2.28645e-05,2.38005e-05,0.0,6.4813e-05,0.000163986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002909249,0.0,0.0,0.0,0.0,0.0,0.0,3.55341e-05,0.000110011,0.0,0.000132281,0.0,0.0,0.000142491,0.0009741,0.0,0.0,0.00036846,0.0,0.0,0.0,4.70301e-05,0.008188179,0.004436368
s__Streptococcus_lutetiensis,0.000187266,6.4198e-05,0.001078506,0.00016167,3.55189e-05,0.000292099,7.18339e-05,0.0001022,5.55422e-05,4.11125e-05,7.28155e-05,7.62006e-05,0.002345411,0.000132155,0.0,0.000387408,7.79727e-05,6.67449e-05,0.000100012,0.000131306,4.33416e-05,0.000104813,0.001440461,0.000119002,2.76022e-05,0.000172835,3.27971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98329e-05,8.68432e-05,3.47355e-05,0.0,0.000107181,0.0,0.0,0.0,0.002736124,0.0,0.0,0.0,0.000169153,0.0,0.0,0.0003438,0.000184672,0.000189439,0.00098256,0.000154805,0.000114797,9.64692e-05,0.00014109,0.0,0.000213801
s__Streptococcus_minor,2.08073e-05,6.4198e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33416e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s__Streptococcus_sp000187445,2.08073e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66367e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s__Streptococcus_suis,2.08073e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88627e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.45896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.40604e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s__Sutterella_wadsworthensis,0.081585518,0.074739356,0.023637262,0.103168738,0.086186688,0.000102235,0.06344731,0.090676819,0.055023791,0.079881596,0.034805825,0.082563389,0.029317632,0.088204199,0.13277815,0.067560511,0.105512671,0.079540795,0.054726567,0.036080068,0.037382165,0.051200978,0.110000915,0.001118621,9.66077e-05,0.063127876,0.096144701,0.000924659,0.000814754,7.85361e-05,0.002189318,0.033522623,0.029922896,0.018686738,0.044600239,0.023751628,0.006877627,0.023105418,0.059753483,0.114533205,0.088105,0.037245561,0.20464075,0.057865787,0.057215659,0.164425239,0.150512534,0.002162206,0.000142491,0.009225304,0.019113573,0.065072224,0.032301646,0.059677232,0.013201699,0.093864557,0.042985468,0.175425537,0.061788444
s__TC1_sp001584725,2.08073e-05,0.0,0.000179751,0.0,0.0,2.92099e-05,0.0,0.0,3.70281e-05,2.05563e-05,2.42718e-05,1.90502e-05,0.0,1.88793e-05,5.8236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000122281,0.0,0.0,0.0,4.32087e-05,3.27971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13932e-05,0.0,0.0,2.75156e-05,2.40604e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.56227e-05,0.0,0.0,0.0,8.188e-05,3.87012e-05,0.0,0.0,4.70301e-05,0.0,0.0
s__Turicibacter_sanguinis,2.08073e-05,0.001836064,0.014514897,0.000207862,0.0,0.004147802,0.0,0.000383249,0.0,0.000123338,0.0,0.00120016,0.005008429,0.0,0.001921789,1.68438e-05,6.23782e-05,0.000162095,0.0,0.00036474,4.33416e-05,6.98751e-05,0.079179623,0.009615385,0.000165613,0.0,0.0,0.002884935,7.40686e-05,0.000235608,0.000345682,0.0,0.0,0.0,0.0,4.34216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003450726,0.0,0.0,5.73e-05,0.0,0.0,0.005281258,0.001393243,0.000286993,0.0,0.001928232,0.000198501,0.0
s__Turicibacter_sp001543345,2.08073e-05,0.001823224,0.007369793,0.000485011,0.0,0.001942457,0.0,0.0001533,0.0,2.05563e-05,0.001771845,0.000304803,0.001099411,0.0,0.000815304,1.68438e-05,3.11891e-05,0.000143025,4.00048e-05,0.000802428,0.000238379,0.000122281,0.043008048,0.005831112,0.000814265,0.0,1.63986e-05,0.000739727,0.000296274,0.010484568,0.001037046,0.002381389,0.010586872,0.0,0.0,0.000564481,0.000208413,0.0,5.35906e-05,0.0,8.25468e-05,2.40604e-05,0.004086419,0.0,0.0,4.40937e-05,0.001251734,0.0,0.0,0.0002292,0.0,4.73597e-05,0.001965119,0.000619219,0.0,0.0,0.00042327,4.96253e-05,0.0
s__Turicimonas_muris,0.000124844,2.56792e-05,0.0,2.30958e-05,0.0,0.143069958,1.79585e-05,0.00033215,1.85141e-05,6.16688e-05,0.0,0.002838474,0.000610784,0.000169914,2.9118e-05,8.4219e-05,0.0,0.0,4.00048e-05,0.000860786,0.000585112,0.002864879,0.000251509,0.0,5.52044e-05,0.0,0.0,0.013943855,0.001703578,0.000431948,0.007259319,0.011064297,0.0,0.0,2.98329e-05,0.000521059,0.039146896,3.13932e-05,0.0,0.0,0.000110062,0.0,0.002096511,0.0,3.86071e-05,0.0,3.38306e-05,0.02276436,0.036869478,0.0,0.0,0.0,0.00073692,3.87012e-05,0.000344392,0.0,0.015284767,0.000248127,0.0001069
s__Tyzzerella_nexilis,0.00707449,0.001784705,0.007077697,0.034505058,0.006943951,0.003884913,0.0,0.003730295,0.002425342,0.000390569,0.000606796,0.002647972,0.002736312,0.003228364,0.003319454,0.00296451,0.003680312,0.000123955,0.000720086,0.000787838,0.004095785,0.001275221,0.001737699,0.041055788,0.007190372,0.002549312,0.00928158,3.69864e-05,7.40686e-05,0.000235608,5.76136e-05,0.021798864,0.005792817,0.006445194,0.001491647,4.34216e-05,0.00138942,0.000941797,0.017309753,0.00025328,0.000632859,0.006640681,0.00078175,0.004730473,0.005752452,0.000793686,0.005818871,0.000611945,0.009119407,0.0,0.015697138,0.002983661,0.001801359,0.001277139,5.73987e-05,0.009646923,0.004938155,0.00307677,0.000213801
s__Tyzzerella_sp000209385,0.000208073,0.00391608,0.000381971,0.013072197,8.87973e-05,0.000554988,0.0,0.000638749,0.000740562,0.001027813,4.85437e-05,0.000114301,0.00214996,0.001585863,0.00014559,8.4219e-05,0.0,0.000228839,4.00048e-05,2.91792e-05,0.001711995,0.0,0.002789464,0.010519802,6.90055e-05,4.32087e-05,4.91957e-05,0.0,0.0,0.0,0.0,0.016120169,0.012744197,0.004001211,0.0,0.0,6.9471e-05,3.13932e-05,0.001661308,0.0,8.25468e-05,0.000120302,0.001066022,0.0,0.000154428,0.000396843,3.38306e-05,0.002039817,0.00185238,0.0,0.005909511,0.000331518,0.001146319,0.0,0.0,0.0,0.000658421,0.001985013,0.0
s__Tyzzerella_sp000411335,0.013129422,0.000821735,0.005662158,0.007760174,0.002308731,0.006309333,7.18339e-05,0.001021999,0.000740562,0.000925031,0.002257282,0.000990608,0.0041289,0.001529225,0.000990013,0.002307602,0.001419103,0.000362329,0.000700084,0.000846196,0.00396576,0.001502315,0.003955551,0.011114813,0.002746419,0.00064813,0.001492268,0.000776713,0.000222206,0.000471217,0.000115227,0.00304085,0.002317127,0.002530496,0.000596659,0.000390795,0.002118865,3.13932e-05,0.003536977,0.000151968,0.002036156,0.00382561,0.000248739,0.001485149,0.001891746,0.001058248,0.001420887,0.00167265,0.001816757,0.0002865,0.004108957,0.001989107,0.003316139,0.00228337,0.002984732,0.0012541,0.007806989,0.008833309,0.000801753
s__UBA1417_sp003531055,0.000124844,0.0,0.0,0.0,3.55189e-05,0.0,1.79585e-05,7.66499e-05,1.85141e-05,0.0,4.85437e-05,3.81003e-05,2.44314e-05,0.0,0.0,0.000370564,0.0,0.0,0.0,0.0,2.16708e-05,3.49375e-05,0.0,0.000952018,5.52044e-05,2.16043e-05,9.83913e-05,0.001479454,0.000296274,0.000157072,0.000576136,3.66367e-05,0.0,0.0,0.000178998,8.68432e-05,0.000555768,3.13932e-05,0.001393355,0.0,0.0,2.40604e-05,0.0,0.000110011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.70301e-05,0.0,0.0
c__Chlamydiia,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,2.555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c__Moorellia,0.0,1.28396e-05,0.000426909,0.0,0.0,0.0,0.0,0.0,1.85141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000296969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.50055e-05,3.86071e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.094e-05,0.0,0.0,0.0,0.0,0.0,0.0
c__Spirochaetia,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c__Thermoanaerobacteria,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f__Aerococcaceae,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88793e-05,0.0,0.0,0.0,0.0,0.0,2.91792e-05,0.0,1.74688e-05,0.0,0.0,4.14033e-05,0.0,1.63986e-05,0.0,0.0,0.0,0.0,3.66367e-05,0.0,0.0,0.0,4.34216e-05,0.0,0.000345326,5.35906e-05,0.0,2.75156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f__Alteromonadaceae,0.0,2.56792e-05,0.0,0.0,0.0,0.0,0.0,2.555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67836e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34502e-05
f__Anaerofustaceae,0.0,2.56792e-05,0.000269627,0.0,0.0,1.46049e-05,0.0,2.555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53498e-06,0.0,0.0,0.0,0.0,0.0,4.76009e-05,2.76022e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86071e-05,0.0,3.38306e-05,0.0,0.0,0.0,0.0,0.0,4.094e-05,0.0,0.0,0.0,0.00037624,0.0,0.0
f__Atopobiaceae,0.0,7.70376e-05,0.0,0.0,0.0,0.0,0.000215502,0.00017885,1.85141e-05,0.0,0.000412621,0.000781057,0.000146588,3.77586e-05,0.0,1.68438e-05,0.0,9.53498e-06,0.0,0.00071489,0.0,0.002358285,0.0,0.0,1.38011e-05,2.16043e-05,9.83913e-05,0.0,0.0,3.9268e-05,0.0,0.00010991,3.99505e-05,2.16282e-05,8.94988e-05,0.019148936,0.0,0.001004583,0.0,0.001165088,0.002393859,0.000312786,0.000461943,0.000660066,0.003204386,0.000132281,3.38306e-05,4.07963e-05,0.000427472,0.0,0.0,4.73597e-05,0.00024564,3.87012e-05,0.000114797,0.000192938,0.000517331,0.000347377,5.34502e-05
f__Chlamydiaceae,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,2.555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f__Clostridiaceae,0.0,0.003993118,0.038601537,0.001016213,1.77595e-05,0.008879801,0.0,0.00012775,0.002536426,2.05563e-05,0.001213592,0.009391728,0.004422076,3.77586e-05,0.000698832,0.000117907,3.11891e-05,0.003003518,2.00024e-05,5.83584e-05,0.001668653,0.000559001,4.57289e-05,0.000714014,0.000151812,0.000475295,0.000213181,0.001368495,7.40686e-05,0.000117804,0.0,0.000586188,0.000359554,0.00071373,0.000387828,0.000303951,0.000521032,0.000125573,0.00091104,5.0656e-05,0.006933935,0.000168423,0.001954374,0.005610561,3.86071e-05,0.0,0.006089516,0.297609334,0.000605586,0.001776301,0.0,0.023679848,0.001637599,7.74024e-05,0.001205373,0.000192938,0.005079246,0.000446628,5.34502e-05
f__Dialisteraceae,0.0,3.85188e-05,0.0,0.0,0.0,0.0,0.001149343,0.0,0.0,0.000513906,0.0,5.71505e-05,0.0,0.0,2.9118e-05,0.000101063,3.11891e-05,0.0,6.00072e-05,0.000131306,2.16708e-05,0.0,0.0,0.0,6.90055e-05,0.001382678,0.0,0.000110959,0.000148137,0.00141365,5.76136e-05,0.0,0.0,2.16282e-05,2.98329e-05,4.34216e-05,0.0,0.000784831,5.35906e-05,0.0,2.75156e-05,0.000240604,0.0,0.0,0.000810748,0.000705498,6.76613e-05,0.0,3.56227e-05,0.0008022,0.0,0.0,0.003234259,0.0,0.000803582,0.0,0.0,4.96253e-05,0.0
f__Enterobacteriaceae,0.0,3.85188e-05,0.0,0.0,1.77595e-05,0.000306704,3.5917e-05,0.000562099,0.0,0.000370013,0.0,0.0,0.028169358,1.88793e-05,0.0,0.002745541,3.11891e-05,0.0,2.00024e-05,0.0,2.16708e-05,0.0,0.0,0.021444212,0.000386431,6.4813e-05,1.63986e-05,0.070052151,0.18457892,0.023953507,0.16938411,0.0,3.99505e-05,0.0,2.98329e-05,0.019973947,6.9471e-05,6.27865e-05,0.000214362,0.000101312,2.75156e-05,0.0,0.001705636,0.000110011,0.003204386,0.001719653,0.020772015,0.000489556,3.56227e-05,0.001547101,9.23361e-05,0.003741416,0.00045034,0.000116104,5.73987e-05,0.003858769,0.001081691,0.04674706,0.000481052
f__Exiguobacteraceae,0.0,2.56792e-05,0.000112344,0.0,1.77595e-05,2.92099e-05,0.0,5.10999e-05,1.85141e-05,0.0,0.0,3.81003e-05,0.0,1.88793e-05,8.7354e-05,0.0,0.0,0.0,0.0,1.45896e-05,0.0,6.98751e-05,0.0,0.0,2.76022e-05,4.32087e-05,1.63986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98329e-05,8.68432e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86071e-05,0.0,3.38306e-05,0.0,3.56227e-05,0.0,0.0,0.0,8.188e-05,7.74024e-05,0.0,0.0,4.70301e-05,0.0,5.34502e-05
f__Moorellaceae,0.0,1.28396e-05,0.000426909,0.0,0.0,0.0,0.0,0.0,1.85141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000296969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.50055e-05,3.86071e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.094e-05,0.0,0.0,0.0,0.0,0.0,0.0
f__Muribaculaceae,0.0,0.000218273,0.002426639,0.00016167,0.010336009,0.002891777,0.002101142,0.001149748,0.015662896,6.16688e-05,0.002257282,0.001085859,0.000708509,0.008892161,0.00308651,0.0,0.008280702,0.00017163,6.00072e-05,0.020673456,6.50125e-05,0.017608525,6.85934e-05,4.76009e-05,0.0,0.014280468,0.009609551,0.000443836,0.000592549,0.009345794,0.000172841,0.0,3.99505e-05,0.000151397,0.026372315,0.0016066,0.021501268,0.0,0.000214362,0.0,0.002779077,0.00435494,0.0,0.017546755,0.000270249,0.001455091,0.003992016,0.0,3.56227e-05,0.0007449,0.0,0.114705186,0.002497339,0.044158056,0.000114797,0.000192938,0.010628792,0.0,0.000160351
f__Negativicoccaceae,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f__Paenibacillaceae,0.0,3.85188e-05,6.74066e-05,0.0,5.32784e-05,4.38148e-05,1.79585e-05,2.555e-05,3.70281e-05,2.05563e-05,2.42718e-05,3.81003e-05,0.0,3.77586e-05,5.8236e-05,0.0,1.55945e-05,0.0,0.0,4.37688e-05,0.0,0.000104813,0.0,0.0,2.76022e-05,2.16043e-05,8.19928e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98329e-05,4.34216e-05,0.0,0.0,0.0,0.0,0.0,4.81209e-05,0.0,5.50055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000142079,0.0,3.87012e-05,0.0,0.0,0.0,9.92507e-05,0.0
f__Peptoniphilaceae,0.0,1.28396e-05,6.74066e-05,0.0,1.77595e-05,0.0,0.0,0.0,1.85141e-05,0.0,0.0,1.90502e-05,0.0,0.0,2.9118e-05,3.36876e-05,0.0,0.0,0.0,2.91792e-05,0.0,3.49375e-05,0.0,0.0,2.76022e-05,0.0,3.27971e-05,3.69864e-05,0.000296274,0.000117804,0.000115227,7.32735e-05,0.000159802,2.16282e-05,2.98329e-05,0.000173686,3.47355e-05,0.000627865,0.0,5.0656e-05,0.000137578,9.62418e-05,7.10682e-05,0.0,0.000115821,4.40937e-05,0.000101492,8.15927e-05,3.56227e-05,0.0,0.0,0.0,0.0,7.74024e-05,0.0,0.0,4.70301e-05,4.96253e-05,5.34502e-05
f__Propionibacteriaceae,0.0,1.28396e-05,0.001662697,2.30958e-05,1.77595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000635215,1.88793e-05,5.8236e-05,1.68438e-05,0.0,0.0,4.00048e-05,0.000102127,0.0,0.0,0.0,4.76009e-05,1.38011e-05,0.0,0.0,0.000628768,0.000148137,0.000314144,0.000230455,0.000403004,0.000279653,0.000951639,2.98329e-05,8.68432e-05,0.0,0.000188359,0.0,0.0,2.75156e-05,0.0,0.0,0.0,0.0,0.0,6.76613e-05,0.000122389,0.0,0.0010314,0.0,0.000568316,4.094e-05,0.0,0.0,0.0,4.70301e-05,0.0,0.0
f__Staphylococcaceae,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,2.555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45896e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.27971e-05,7.39727e-05,0.0,0.0,0.0,7.32735e-05,0.0,0.000216282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38306e-05,0.0,0.0,0.0002865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f__Thermicanaceae,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f__Thermoanaerobacteraceae,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f__UBA8932,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f__Vibrionaceae,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16043e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40937e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Adlercreutzia,0.0,5.13584e-05,0.0,0.0,5.32784e-05,0.0,3.5917e-05,0.0,3.70281e-05,4.11125e-05,2.42718e-05,0.000342903,4.88627e-05,0.000245431,5.8236e-05,0.0,4.67836e-05,0.0,0.0,0.000408509,8.66833e-05,0.000227094,4.57289e-05,7.14014e-05,2.76022e-05,4.32087e-05,0.00011479,0.0008137,0.0,3.9268e-05,5.76136e-05,0.0,0.0,0.0,5.96659e-05,0.000868432,0.000173677,9.41797e-05,5.35906e-05,5.0656e-05,0.0,0.000144363,3.55341e-05,0.000275028,0.000115821,4.40937e-05,6.76613e-05,8.15927e-05,7.12454e-05,0.0,0.0,0.0,0.00024564,3.87012e-05,0.0,0.0,0.000705451,4.96253e-05,0.0
g__Aerococcus,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88793e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74688e-05,0.0,0.0,1.38011e-05,0.0,1.63986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g__Agathobacter,0.0,2.56792e-05,4.49378e-05,0.0,0.0,1.46049e-05,3.5917e-05,0.00033215,0.0,0.0,0.0,0.0,0.046004251,0.0,0.0,6.73752e-05,0.000109162,9.53498e-06,0.0,0.0,2.16708e-05,0.0,9.14578e-05,0.009520183,0.0,0.0,0.0,0.007582202,0.013776757,0.004515825,0.013712047,3.66367e-05,3.99505e-05,0.0,2.98329e-05,0.000564481,0.0,0.0,0.0,0.012360063,0.0,0.0,0.008386042,5.50055e-05,0.0,0.0,0.000676613,0.0,0.0,0.002922301,0.0,0.0,4.094e-05,0.0,0.0,0.0,0.0,0.0,0.0
g__Alteromonas,0.0,1.28396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34502e-05
g__Anaerofustis,0.0,2.56792e-05,0.000269627,0.0,0.0,1.46049e-05,0.0,2.555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53498e-06,0.0,0.0,0.0,0.0,0.0,4.76009e-05,2.76022e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86071e-05,0.0,3.38306e-05,0.0,0.0,0.0,0.0,0.0,4.094e-05,0.0,0.0,0.0,0.00037624,0.0,0.0
